timestamp,bid,ask,mid,volume
2023-01-01 00:00:36.785000+00:00,100.1092,100.1545,100.1318,22
2023-01-01 00:00:36.924000+00:00,100.0356,100.0764,100.056,55
2023-01-01 00:00:37.538000+00:00,100.0759,100.1181,100.097,51
2023-01-01 00:00:38.262000+00:00,100.0863,100.1312,100.1087,67
2023-01-01 00:00:38.323000+00:00,100.1429,100.1885,100.1657,131
2023-01-01 00:00:38.858000+00:00,100.1101,100.1508,100.1305,91
2023-01-01 00:00:39.362000+00:00,100.1207,100.1664,100.1435,109
2023-01-01 00:00:39.470000+00:00,100.1732,100.2171,100.1951,38
2023-01-01 00:00:40.750000+00:00,100.1458,100.1934,100.1696,76
2023-01-01 00:00:41.089000+00:00,100.1834,100.2312,100.2073,129
2023-01-01 00:00:41.300000+00:00,100.1293,100.1761,100.1527,129
2023-01-01 00:00:41.506000+00:00,100.0994,100.1461,100.1228,63
2023-01-01 00:00:41.719000+00:00,100.0704,100.1122,100.0913,108
2023-01-01 00:00:41.744000+00:00,99.9725,100.013,99.9927,209
2023-01-01 00:00:42.442000+00:00,100.0108,100.0549,100.0329,99
2023-01-01 00:00:43.922000+00:00,99.9666,100.0218,99.9942,65
2023-01-01 00:00:44.997000+00:00,99.9653,100.0251,99.9952,91
2023-01-01 00:00:45.227000+00:00,100.0055,100.0641,100.0348,104
2023-01-01 00:00:45.858000+00:00,100.0466,100.0967,100.0716,92
2023-01-01 00:00:46.063000+00:00,100.1011,100.1518,100.1265,98
2023-01-01 00:00:46.142000+00:00,100.0952,100.1415,100.1184,27
2023-01-01 00:00:46.370000+00:00,100.0557,100.1112,100.0835,51
2023-01-01 00:00:46.604000+00:00,100.0492,100.1046,100.0769,92
2023-01-01 00:00:46.702000+00:00,99.9095,99.9663,99.9379,91
2023-01-01 00:00:46.953000+00:00,99.79,99.8478,99.8189,71
2023-01-01 00:00:47.252000+00:00,99.6859,99.7345,99.7102,91
2023-01-01 00:00:47.399000+00:00,99.6008,99.6559,99.6283,103
2023-01-01 00:00:47.426000+00:00,99.6332,99.6891,99.6611,144
2023-01-01 00:00:47.552000+00:00,99.5638,99.6098,99.5868,95
2023-01-01 00:00:48.578000+00:00,99.5267,99.585,99.5558,119
2023-01-01 00:00:48.985000+00:00,99.6415,99.6833,99.6624,72
2023-01-01 00:00:49.173000+00:00,99.6033,99.663,99.6332,128
2023-01-01 00:00:49.321000+00:00,99.6661,99.7213,99.6937,118
2023-01-01 00:00:49.831000+00:00,99.5962,99.6379,99.6171,143
2023-01-01 00:00:49.931000+00:00,99.5738,99.6267,99.6002,135
2023-01-01 00:00:50.052000+00:00,99.5021,99.5426,99.5223,129
2023-01-01 00:00:50.934000+00:00,99.467,99.5221,99.4945,95
2023-01-01 00:00:51.219000+00:00,99.5355,99.5913,99.5634,112
2023-01-01 00:00:51.303000+00:00,99.396,99.4477,99.4219,153
2023-01-01 00:00:51.316000+00:00,99.429,99.4859,99.4575,67
2023-01-01 00:00:52.997000+00:00,99.4561,99.4978,99.4769,68
2023-01-01 00:00:52.998000+00:00,99.4056,99.4509,99.4283,109
2023-01-01 00:00:53.359000+00:00,99.2859,99.3339,99.3099,120
2023-01-01 00:00:53.866000+00:00,99.2955,99.3361,99.3158,58
2023-01-01 00:00:54.254000+00:00,99.2482,99.2968,99.2725,96
2023-01-01 00:00:54.488000+00:00,99.269,99.314,99.2915,95
2023-01-01 00:00:55.409000+00:00,99.2696,99.3171,99.2933,10
2023-01-01 00:00:56.433000+00:00,99.4003,99.4485,99.4244,89
2023-01-01 00:00:56.679000+00:00,99.3762,99.4334,99.4048,92
2023-01-01 00:00:57.019000+00:00,99.2985,99.3436,99.321,91
2023-01-01 00:00:57.363000+00:00,99.307,99.3645,99.3357,170
2023-01-01 00:00:57.896000+00:00,99.3296,99.3778,99.3537,39
2023-01-01 00:00:58.001000+00:00,99.4418,99.4882,99.465,58
2023-01-01 00:00:58.032000+00:00,99.5085,99.5583,99.5334,30
2023-01-01 00:00:58.290000+00:00,99.5386,99.5868,99.5627,75
2023-01-01 00:00:58.342000+00:00,99.6603,99.7053,99.6828,80
2023-01-01 00:00:58.643000+00:00,99.5603,99.6101,99.5852,74
2023-01-01 00:00:59.395000+00:00,99.5113,99.5542,99.5327,155
2023-01-01 00:00:59.685000+00:00,99.4334,99.4802,99.4568,143
2023-01-01 00:01:00.044000+00:00,99.3994,99.4504,99.4249,103
2023-01-01 00:01:00.470000+00:00,99.2883,99.3362,99.3122,81
2023-01-01 00:01:01.108000+00:00,99.3361,99.3923,99.3642,151
2023-01-01 00:01:01.505000+00:00,99.3236,99.3684,99.346,99
2023-01-01 00:01:01.765000+00:00,99.1963,99.2552,99.2257,59
2023-01-01 00:01:02.014000+00:00,99.1152,99.1704,99.1428,14
2023-01-01 00:01:02.111000+00:00,99.1389,99.1978,99.1684,77
2023-01-01 00:01:02.367000+00:00,99.2087,99.265,99.2369,137
2023-01-01 00:01:03.033000+00:00,99.3789,99.4215,99.4002,213
2023-01-01 00:01:03.267000+00:00,99.6138,99.6642,99.639,103
2023-01-01 00:01:03.471000+00:00,99.6514,99.6947,99.673,61
2023-01-01 00:01:03.843000+00:00,99.5638,99.6199,99.5918,40
2023-01-01 00:01:03.926000+00:00,99.3914,99.4428,99.4171,127
2023-01-01 00:01:03.967000+00:00,99.4165,99.4615,99.439,11
2023-01-01 00:01:04.551000+00:00,99.3434,99.4016,99.3725,127
2023-01-01 00:01:04.704000+00:00,99.3175,99.3595,99.3385,140
2023-01-01 00:01:04.840000+00:00,99.263,99.3139,99.2884,121
2023-01-01 00:01:05.767000+00:00,99.2499,99.3039,99.2769,89
2023-01-01 00:01:06.853000+00:00,99.3436,99.3846,99.3641,128
2023-01-01 00:01:07.168000+00:00,99.3511,99.4028,99.377,108
2023-01-01 00:01:07.614000+00:00,99.336,99.392,99.364,61
2023-01-01 00:01:09.134000+00:00,99.2587,99.2998,99.2793,192
2023-01-01 00:01:09.363000+00:00,99.1175,99.1673,99.1424,82
2023-01-01 00:01:10.252000+00:00,99.0803,99.1251,99.1027,138
2023-01-01 00:01:10.844000+00:00,99.0719,99.1247,99.0983,20
2023-01-01 00:01:12.192000+00:00,99.2217,99.2638,99.2427,163
2023-01-01 00:01:12.307000+00:00,99.2242,99.2825,99.2534,173
2023-01-01 00:01:13.042000+00:00,99.305,99.3625,99.3337,101
2023-01-01 00:01:13.119000+00:00,99.2712,99.3146,99.2929,127
2023-01-01 00:01:13.852000+00:00,99.173,99.2191,99.196,127
2023-01-01 00:01:14.025000+00:00,99.0916,99.1429,99.1172,67
2023-01-01 00:01:14.050000+00:00,99.0311,99.085,99.058,127
2023-01-01 00:01:14.838000+00:00,99.2076,99.2561,99.2318,59
2023-01-01 00:01:14.861000+00:00,99.1434,99.1861,99.1647,69
2023-01-01 00:01:15.696000+00:00,99.2124,99.2541,99.2332,156
2023-01-01 00:01:15.791000+00:00,99.1297,99.1892,99.1595,148
2023-01-01 00:01:16.162000+00:00,99.2112,99.26,99.2356,64
2023-01-01 00:01:16.176000+00:00,99.2385,99.2956,99.2671,63
2023-01-01 00:01:16.210000+00:00,99.2296,99.2789,99.2542,67
2023-01-01 00:01:16.341000+00:00,99.2219,99.2799,99.2509,136
2023-01-01 00:01:16.541000+00:00,99.1767,99.2181,99.1974,50
2023-01-01 00:01:16.627000+00:00,99.2129,99.2548,99.2339,117
2023-01-01 00:01:16.680000+00:00,99.1676,99.2257,99.1967,137
2023-01-01 00:01:16.748000+00:00,99.0674,99.1258,99.0966,95
2023-01-01 00:01:17.046000+00:00,98.9694,99.0153,98.9924,150
2023-01-01 00:01:17.072000+00:00,98.9831,99.0297,99.0064,84
2023-01-01 00:01:18.150000+00:00,99.111,99.1596,99.1353,89
2023-01-01 00:01:19.254000+00:00,99.1244,99.1723,99.1483,51
2023-01-01 00:01:19.283000+00:00,99.1169,99.1604,99.1386,150
2023-01-01 00:01:19.833000+00:00,99.1332,99.1907,99.162,61
2023-01-01 00:01:20.346000+00:00,99.2463,99.2911,99.2687,117
2023-01-01 00:01:20.706000+00:00,99.2598,99.3135,99.2866,96
2023-01-01 00:01:20.833000+00:00,99.2325,99.2736,99.253,47
2023-01-01 00:01:21.195000+00:00,99.3233,99.3638,99.3435,69
2023-01-01 00:01:22.050000+00:00,99.3522,99.405,99.3786,169
2023-01-01 00:01:22.203000+00:00,99.4811,99.5277,99.5044,110
2023-01-01 00:01:22.901000+00:00,99.493,99.5458,99.5194,49
2023-01-01 00:01:23.178000+00:00,99.3983,99.4399,99.4191,115
2023-01-01 00:01:24.168000+00:00,99.2778,99.3364,99.3071,92
2023-01-01 00:01:24.594000+00:00,99.4149,99.4696,99.4423,272
2023-01-01 00:01:25.369000+00:00,99.5549,99.6122,99.5835,114
2023-01-01 00:01:26.717000+00:00,99.5475,99.5901,99.5688,80
2023-01-01 00:01:26.969000+00:00,99.5143,99.5605,99.5374,171
2023-01-01 00:01:27.471000+00:00,99.6337,99.6809,99.6573,7
2023-01-01 00:01:29.049000+00:00,99.5412,99.5917,99.5664,104
2023-01-01 00:01:31.528000+00:00,99.4702,99.5159,99.4931,199
2023-01-01 00:01:31.896000+00:00,99.5253,99.5663,99.5458,94
2023-01-01 00:01:33.173000+00:00,99.4899,99.5371,99.5135,13
2023-01-01 00:01:33.376000+00:00,99.4906,99.5355,99.5131,80
2023-01-01 00:01:33.605000+00:00,99.4759,99.5234,99.4997,172
2023-01-01 00:01:34.839000+00:00,99.5055,99.5492,99.5273,118
2023-01-01 00:01:35.282000+00:00,99.6202,99.6653,99.6428,58
2023-01-01 00:01:36.079000+00:00,99.624,99.6764,99.6502,65
2023-01-01 00:01:36.285000+00:00,99.6793,99.7269,99.7031,72
2023-01-01 00:01:37.016000+00:00,99.5115,99.5582,99.5349,118
2023-01-01 00:01:37.873000+00:00,99.5056,99.5561,99.5309,166
2023-01-01 00:01:38.093000+00:00,99.4342,99.4893,99.4618,152
2023-01-01 00:01:38.414000+00:00,99.3383,99.3856,99.362,122
2023-01-01 00:01:38.596000+00:00,99.2644,99.3158,99.2901,33
2023-01-01 00:01:39.571000+00:00,99.2334,99.2923,99.2628,33
2023-01-01 00:01:40.109000+00:00,99.3127,99.3628,99.3377,126
2023-01-01 00:01:40.190000+00:00,99.2004,99.2581,99.2293,32
2023-01-01 00:01:41.583000+00:00,99.204,99.2595,99.2318,88
2023-01-01 00:01:42.058000+00:00,99.1718,99.2126,99.1922,115
2023-01-01 00:01:42.281000+00:00,99.1414,99.1895,99.1654,43
2023-01-01 00:01:42.723000+00:00,99.2206,99.2742,99.2474,48
2023-01-01 00:01:42.831000+00:00,99.2617,99.321,99.2914,95
2023-01-01 00:01:43+00:00,99.3764,99.4252,99.4008,125
2023-01-01 00:01:43.874000+00:00,99.3673,99.4089,99.3881,153
2023-01-01 00:01:44.041000+00:00,99.3057,99.3566,99.3312,130
2023-01-01 00:01:45.798000+00:00,99.2918,99.334,99.3129,103
2023-01-01 00:01:45.919000+00:00,99.3054,99.3601,99.3327,62
2023-01-01 00:01:46.924000+00:00,99.3223,99.3721,99.3472,46
2023-01-01 00:01:47.946000+00:00,99.2314,99.2855,99.2585,74
2023-01-01 00:01:48.519000+00:00,99.2374,99.2944,99.2659,120
2023-01-01 00:01:48.634000+00:00,99.2584,99.3106,99.2845,116
2023-01-01 00:01:48.846000+00:00,99.4646,99.5166,99.4906,4
2023-01-01 00:01:49.180000+00:00,99.6171,99.672,99.6445,60
2023-01-01 00:01:49.864000+00:00,99.5462,99.6028,99.5745,160
2023-01-01 00:01:51.670000+00:00,99.5224,99.5795,99.551,103
2023-01-01 00:01:52.186000+00:00,99.4108,99.4513,99.431,29
2023-01-01 00:01:52.730000+00:00,99.3573,99.4081,99.3827,217
2023-01-01 00:01:53.432000+00:00,99.3865,99.4305,99.4085,98
2023-01-01 00:01:53.709000+00:00,99.4788,99.5358,99.5073,119
2023-01-01 00:01:53.824000+00:00,99.4212,99.4739,99.4476,119
2023-01-01 00:01:54.893000+00:00,99.3699,99.418,99.394,81
2023-01-01 00:01:56.785000+00:00,99.1967,99.2401,99.2184,63
2023-01-01 00:01:57.570000+00:00,99.1819,99.2283,99.2051,206
2023-01-01 00:01:57.720000+00:00,99.0915,99.1451,99.1183,150
2023-01-01 00:01:58.190000+00:00,99.0533,99.0969,99.0751,141
2023-01-01 00:01:58.726000+00:00,98.9828,99.0243,99.0036,128
2023-01-01 00:01:58.980000+00:00,98.9673,99.0245,98.9959,49
2023-01-01 00:01:59.494000+00:00,98.8253,98.88,98.8527,163
2023-01-01 00:02:01.151000+00:00,98.7116,98.755,98.7333,57
2023-01-01 00:02:01.471000+00:00,98.8839,98.9293,98.9066,114
2023-01-01 00:02:01.823000+00:00,98.7724,98.8311,98.8018,18
2023-01-01 00:02:02.366000+00:00,98.6858,98.7393,98.7126,2
2023-01-01 00:02:02.697000+00:00,98.8362,98.8878,98.862,115
2023-01-01 00:02:03.570000+00:00,99.076,99.1217,99.0989,59
2023-01-01 00:02:03.824000+00:00,98.9805,99.026,99.0033,0
2023-01-01 00:02:04.306000+00:00,98.9531,98.9934,98.9733,127
2023-01-01 00:02:05.042000+00:00,98.9741,99.0281,99.0011,206
2023-01-01 00:02:05.169000+00:00,99.1219,99.1624,99.1422,169
2023-01-01 00:02:05.519000+00:00,99.0417,99.0815,99.0616,87
2023-01-01 00:02:05.828000+00:00,99.0146,99.0686,99.0416,100
2023-01-01 00:02:06.107000+00:00,99.0758,99.1343,99.105,144
2023-01-01 00:02:06.346000+00:00,99.1132,99.1678,99.1405,156
2023-01-01 00:02:06.438000+00:00,99.0853,99.1343,99.1098,82
2023-01-01 00:02:07.024000+00:00,99.0743,99.1235,99.0989,101
2023-01-01 00:02:07.078000+00:00,98.9626,99.0108,98.9867,115
2023-01-01 00:02:08.134000+00:00,98.9443,98.9903,98.9673,127
2023-01-01 00:02:08.337000+00:00,98.9207,98.9706,98.9456,93
2023-01-01 00:02:08.509000+00:00,98.9405,98.9886,98.9645,93
2023-01-01 00:02:08.703000+00:00,98.8936,98.945,98.9193,168
2023-01-01 00:02:09.902000+00:00,98.929,98.9864,98.9577,160
2023-01-01 00:02:10.110000+00:00,99.0106,99.0699,99.0403,123
2023-01-01 00:02:10.509000+00:00,99.0324,99.0735,99.053,185
2023-01-01 00:02:10.569000+00:00,99.058,99.1053,99.0817,80
2023-01-01 00:02:11.483000+00:00,99.0644,99.1076,99.086,181
2023-01-01 00:02:12.566000+00:00,99.0627,99.1093,99.086,127
2023-01-01 00:02:12.585000+00:00,99.0045,99.0498,99.0271,263
2023-01-01 00:02:12.767000+00:00,99.0314,99.0745,99.0529,40
2023-01-01 00:02:12.860000+00:00,99.0176,99.0724,99.045,65
2023-01-01 00:02:14.757000+00:00,99.1911,99.2407,99.2159,120
2023-01-01 00:02:14.881000+00:00,99.3156,99.3736,99.3446,119
2023-01-01 00:02:15.562000+00:00,99.3559,99.3963,99.3761,197
2023-01-01 00:02:16.346000+00:00,99.2932,99.3342,99.3137,66
2023-01-01 00:02:17.676000+00:00,99.1989,99.2466,99.2227,145
2023-01-01 00:02:17.906000+00:00,99.2995,99.3408,99.3201,158
2023-01-01 00:02:17.968000+00:00,99.3192,99.3641,99.3416,135
2023-01-01 00:02:18.009000+00:00,99.3513,99.4106,99.3809,51
2023-01-01 00:02:18.472000+00:00,99.2163,99.2602,99.2382,170
2023-01-01 00:02:19.069000+00:00,99.2922,99.3359,99.3141,161
2023-01-01 00:02:19.324000+00:00,99.3257,99.3768,99.3512,129
2023-01-01 00:02:19.829000+00:00,99.2356,99.2852,99.2604,110
2023-01-01 00:02:20.224000+00:00,99.1963,99.2475,99.2219,111
2023-01-01 00:02:20.511000+00:00,99.2198,99.267,99.2434,96
2023-01-01 00:02:21.074000+00:00,99.2197,99.2758,99.2477,132
2023-01-01 00:02:21.135000+00:00,99.2026,99.2451,99.2238,101
2023-01-01 00:02:21.232000+00:00,99.1913,99.2395,99.2154,57
2023-01-01 00:02:21.839000+00:00,99.1681,99.2215,99.1948,47
2023-01-01 00:02:23.919000+00:00,99.1788,99.2357,99.2073,62
2023-01-01 00:02:24.441000+00:00,99.304,99.3511,99.3276,111
2023-01-01 00:02:24.728000+00:00,99.0924,99.1433,99.1178,98
2023-01-01 00:02:25.464000+00:00,99.078,99.119,99.0985,110
2023-01-01 00:02:27.629000+00:00,99.0914,99.1344,99.1129,125
2023-01-01 00:02:27.827000+00:00,99.1165,99.1576,99.1371,68
2023-01-01 00:02:28.026000+00:00,99.0797,99.1337,99.1067,173
2023-01-01 00:02:28.028000+00:00,98.9408,98.986,98.9634,86
2023-01-01 00:02:28.265000+00:00,98.9632,99.0171,98.9901,78
2023-01-01 00:02:28.315000+00:00,99.1106,99.1516,99.1311,124
2023-01-01 00:02:29.505000+00:00,98.9776,99.0343,99.0059,8
2023-01-01 00:02:31.041000+00:00,99.0483,99.1045,99.0764,60
2023-01-01 00:02:31.116000+00:00,99.0289,99.0703,99.0496,149
2023-01-01 00:02:33.218000+00:00,99.0245,99.0646,99.0446,13
2023-01-01 00:02:33.587000+00:00,98.9384,98.9791,98.9587,155
2023-01-01 00:02:33.597000+00:00,98.9032,98.9597,98.9315,175
2023-01-01 00:02:34.965000+00:00,99.0153,99.0596,99.0375,81
2023-01-01 00:02:35.205000+00:00,99.0597,99.1102,99.085,114
2023-01-01 00:02:36.114000+00:00,99.2024,99.2505,99.2265,155
2023-01-01 00:02:36.344000+00:00,99.295,99.3505,99.3227,76
2023-01-01 00:02:36.479000+00:00,99.3339,99.3834,99.3587,143
2023-01-01 00:02:36.901000+00:00,99.4766,99.5264,99.5015,66
2023-01-01 00:02:36.985000+00:00,99.5077,99.5672,99.5375,76
2023-01-01 00:02:37.723000+00:00,99.5839,99.6268,99.6054,60
2023-01-01 00:02:38.602000+00:00,99.5528,99.6092,99.581,117
2023-01-01 00:02:38.727000+00:00,99.5661,99.6069,99.5865,157
2023-01-01 00:02:39.419000+00:00,99.5046,99.554,99.5293,90
2023-01-01 00:02:40.030000+00:00,99.5817,99.6392,99.6105,36
2023-01-01 00:02:41.628000+00:00,99.4873,99.5404,99.5138,45
2023-01-01 00:02:41.682000+00:00,99.5512,99.6047,99.578,119
2023-01-01 00:02:41.779000+00:00,99.5398,99.5849,99.5623,192
2023-01-01 00:02:42.012000+00:00,99.6343,99.6825,99.6584,119
2023-01-01 00:02:42.122000+00:00,99.6965,99.7437,99.7201,80
2023-01-01 00:02:42.383000+00:00,99.8445,99.8949,99.8697,138
2023-01-01 00:02:42.426000+00:00,99.9052,99.9545,99.9298,88
2023-01-01 00:02:43.184000+00:00,99.7773,99.8238,99.8005,81
2023-01-01 00:02:43.787000+00:00,99.772,99.8181,99.795,52
2023-01-01 00:02:44.107000+00:00,99.6763,99.7212,99.6988,170
2023-01-01 00:02:45.530000+00:00,99.6326,99.6798,99.6562,26
2023-01-01 00:02:48.135000+00:00,99.7589,99.8018,99.7803,139
2023-01-01 00:02:48.404000+00:00,99.8041,99.8614,99.8327,76
2023-01-01 00:02:49.793000+00:00,99.7493,99.8012,99.7753,79
2023-01-01 00:02:50.084000+00:00,99.6707,99.7133,99.692,184
2023-01-01 00:02:50.928000+00:00,99.6678,99.7216,99.6947,64
2023-01-01 00:02:51.821000+00:00,99.5665,99.6232,99.5949,65
2023-01-01 00:02:52.040000+00:00,99.5176,99.5621,99.5398,93
2023-01-01 00:02:52.585000+00:00,99.544,99.5868,99.5654,120
2023-01-01 00:02:52.829000+00:00,99.6402,99.6802,99.6602,77
2023-01-01 00:02:53.560000+00:00,99.6898,99.7306,99.7102,21
2023-01-01 00:02:53.824000+00:00,99.4947,99.5497,99.5222,56
2023-01-01 00:02:53.904000+00:00,99.5174,99.5769,99.5471,164
2023-01-01 00:02:54.802000+00:00,99.5327,99.5734,99.553,103
2023-01-01 00:02:55.536000+00:00,99.5596,99.6144,99.587,122
2023-01-01 00:02:56.399000+00:00,99.699,99.7403,99.7196,86
2023-01-01 00:02:57.053000+00:00,99.5245,99.5761,99.5503,67
2023-01-01 00:02:57.921000+00:00,99.4745,99.5293,99.5019,183
2023-01-01 00:02:58.042000+00:00,99.5268,99.5738,99.5503,90
2023-01-01 00:02:58.804000+00:00,99.4007,99.4407,99.4207,77
2023-01-01 00:02:58.935000+00:00,99.5158,99.5675,99.5416,154
2023-01-01 00:02:59.435000+00:00,99.5421,99.6016,99.5719,63
2023-01-01 00:02:59.956000+00:00,99.6188,99.6638,99.6413,70
2023-01-01 00:03:00.170000+00:00,99.5727,99.6163,99.5945,100
2023-01-01 00:03:00.704000+00:00,99.6401,99.6824,99.6612,100
2023-01-01 00:03:01.462000+00:00,99.7235,99.7745,99.749,112
2023-01-01 00:03:01.850000+00:00,99.7422,99.794,99.7681,204
2023-01-01 00:03:01.919000+00:00,99.7595,99.8152,99.7874,116
2023-01-01 00:03:02.077000+00:00,99.7821,99.8371,99.8096,18
2023-01-01 00:03:02.865000+00:00,99.7098,99.7675,99.7386,116
2023-01-01 00:03:03.191000+00:00,99.6985,99.7545,99.7265,101
2023-01-01 00:03:03.443000+00:00,99.6916,99.7364,99.714,102
2023-01-01 00:03:04.681000+00:00,99.72,99.771,99.7455,112
2023-01-01 00:03:04.962000+00:00,99.8047,99.8506,99.8277,98
2023-01-01 00:03:06.779000+00:00,99.7174,99.7639,99.7407,97
2023-01-01 00:03:07.391000+00:00,99.7012,99.7596,99.7304,130
2023-01-01 00:03:08.468000+00:00,99.8254,99.8789,99.8522,72
2023-01-01 00:03:08.766000+00:00,99.7613,99.8207,99.791,52
2023-01-01 00:03:09.684000+00:00,99.6994,99.7476,99.7235,251
2023-01-01 00:03:09.854000+00:00,99.7148,99.7654,99.7401,64
2023-01-01 00:03:10.051000+00:00,99.7847,99.8343,99.8095,105
2023-01-01 00:03:10.736000+00:00,99.7894,99.8314,99.8104,25
2023-01-01 00:03:10.808000+00:00,99.8974,99.9421,99.9197,105
2023-01-01 00:03:11.046000+00:00,99.965,100.0155,99.9903,53
2023-01-01 00:03:11.646000+00:00,100.0389,100.0803,100.0596,77
2023-01-01 00:03:13.131000+00:00,100.0759,100.1346,100.1053,152
2023-01-01 00:03:13.277000+00:00,100.2761,100.3187,100.2974,123
2023-01-01 00:03:14.235000+00:00,100.2584,100.3025,100.2804,128
2023-01-01 00:03:14.615000+00:00,100.0874,100.1428,100.1151,11
2023-01-01 00:03:16.921000+00:00,100.2264,100.2685,100.2475,191
2023-01-01 00:03:18.069000+00:00,100.1806,100.2387,100.2097,40
